session_id,video_id,crop_ids,species
session_00447,bc430ab9fd4dbf2b52871a09a84f3564,bc430ab9fd4dbf2b52871a09a84f3564_c02750,Dark-Eyed Junco
session_00448,bc430ab9fd4dbf2b52871a09a84f3564,"bc430ab9fd4dbf2b52871a09a84f3564_c02729,bc430ab9fd4dbf2b52871a09a84f3564_c02730,bc430ab9fd4dbf2b52871a09a84f3564_c02731,bc430ab9fd4dbf2b52871a09a84f3564_c02732,bc430ab9fd4dbf2b52871a09a84f3564_c02733,bc430ab9fd4dbf2b52871a09a84f3564_c02734,bc430ab9fd4dbf2b52871a09a84f3564_c02735,bc430ab9fd4dbf2b52871a09a84f3564_c02738,bc430ab9fd4dbf2b52871a09a84f3564_c02739,bc430ab9fd4dbf2b52871a09a84f3564_c02742,bc430ab9fd4dbf2b52871a09a84f3564_c02743,bc430ab9fd4dbf2b52871a09a84f3564_c02744,bc430ab9fd4dbf2b52871a09a84f3564_c02745,bc430ab9fd4dbf2b52871a09a84f3564_c02746,bc430ab9fd4dbf2b52871a09a84f3564_c02747,bc430ab9fd4dbf2b52871a09a84f3564_c02749,bc430ab9fd4dbf2b52871a09a84f3564_c02751,bc430ab9fd4dbf2b52871a09a84f3564_c02752,bc430ab9fd4dbf2b52871a09a84f3564_c02753,bc430ab9fd4dbf2b52871a09a84f3564_c02754,bc430ab9fd4dbf2b52871a09a84f3564_c02757,bc430ab9fd4dbf2b52871a09a84f3564_c02758,bc430ab9fd4dbf2b52871a09a84f3564_c02759,bc430ab9fd4dbf2b52871a09a84f3564_c02760,bc430ab9fd4dbf2b52871a09a84f3564_c02761,bc430ab9fd4dbf2b52871a09a84f3564_c02762,bc430ab9fd4dbf2b52871a09a84f3564_c02763,bc430ab9fd4dbf2b52871a09a84f3564_c02764,bc430ab9fd4dbf2b52871a09a84f3564_c02765,bc430ab9fd4dbf2b52871a09a84f3564_c02766",Dark-Eyed Junco
session_00449,bf0ececc17197b3f0c6e3ce4ee72f0dc,"bf0ececc17197b3f0c6e3ce4ee72f0dc_c02767,bf0ececc17197b3f0c6e3ce4ee72f0dc_c02768,bf0ececc17197b3f0c6e3ce4ee72f0dc_c02769,bf0ececc17197b3f0c6e3ce4ee72f0dc_c02770,bf0ececc17197b3f0c6e3ce4ee72f0dc_c02771,bf0ececc17197b3f0c6e3ce4ee72f0dc_c02772,bf0ececc17197b3f0c6e3ce4ee72f0dc_c02773,bf0ececc17197b3f0c6e3ce4ee72f0dc_c02774",Dark-Eyed Junco
session_00450,c011da3ea5270f28bfecc4f81461cc9c,"c011da3ea5270f28bfecc4f81461cc9c_c02775,c011da3ea5270f28bfecc4f81461cc9c_c02776,c011da3ea5270f28bfecc4f81461cc9c_c02777,c011da3ea5270f28bfecc4f81461cc9c_c02778,c011da3ea5270f28bfecc4f81461cc9c_c02779,c011da3ea5270f28bfecc4f81461cc9c_c02780,c011da3ea5270f28bfecc4f81461cc9c_c02781,c011da3ea5270f28bfecc4f81461cc9c_c02782,c011da3ea5270f28bfecc4f81461cc9c_c02783,c011da3ea5270f28bfecc4f81461cc9c_c02784,c011da3ea5270f28bfecc4f81461cc9c_c02785,c011da3ea5270f28bfecc4f81461cc9c_c02797,c011da3ea5270f28bfecc4f81461cc9c_c02798,c011da3ea5270f28bfecc4f81461cc9c_c02799,c011da3ea5270f28bfecc4f81461cc9c_c02800,c011da3ea5270f28bfecc4f81461cc9c_c02801,c011da3ea5270f28bfecc4f81461cc9c_c02802,c011da3ea5270f28bfecc4f81461cc9c_c02803,c011da3ea5270f28bfecc4f81461cc9c_c02804,c011da3ea5270f28bfecc4f81461cc9c_c02805,c011da3ea5270f28bfecc4f81461cc9c_c02806,c011da3ea5270f28bfecc4f81461cc9c_c02807,c011da3ea5270f28bfecc4f81461cc9c_c02808,c011da3ea5270f28bfecc4f81461cc9c_c02809,c011da3ea5270f28bfecc4f81461cc9c_c02810",Dark-Eyed Junco
session_00451,c011da3ea5270f28bfecc4f81461cc9c,"c011da3ea5270f28bfecc4f81461cc9c_c02786,c011da3ea5270f28bfecc4f81461cc9c_c02787,c011da3ea5270f28bfecc4f81461cc9c_c02788,c011da3ea5270f28bfecc4f81461cc9c_c02789,c011da3ea5270f28bfecc4f81461cc9c_c02790,c011da3ea5270f28bfecc4f81461cc9c_c02791,c011da3ea5270f28bfecc4f81461cc9c_c02792,c011da3ea5270f28bfecc4f81461cc9c_c02793,c011da3ea5270f28bfecc4f81461cc9c_c02794,c011da3ea5270f28bfecc4f81461cc9c_c02795,c011da3ea5270f28bfecc4f81461cc9c_c02796",Dark-Eyed Junco
session_00452,c0b1d8952a32ef43b35adbc83642a463,"c0b1d8952a32ef43b35adbc83642a463_c02818,c0b1d8952a32ef43b35adbc83642a463_c02821,c0b1d8952a32ef43b35adbc83642a463_c02822,c0b1d8952a32ef43b35adbc83642a463_c02823,c0b1d8952a32ef43b35adbc83642a463_c02824,c0b1d8952a32ef43b35adbc83642a463_c02826,c0b1d8952a32ef43b35adbc83642a463_c02827",Dark-Eyed Junco
session_00453,c0b1d8952a32ef43b35adbc83642a463,"c0b1d8952a32ef43b35adbc83642a463_c02811,c0b1d8952a32ef43b35adbc83642a463_c02812,c0b1d8952a32ef43b35adbc83642a463_c02813,c0b1d8952a32ef43b35adbc83642a463_c02814,c0b1d8952a32ef43b35adbc83642a463_c02815,c0b1d8952a32ef43b35adbc83642a463_c02816",Dark-Eyed Junco
session_00454,c0b1d8952a32ef43b35adbc83642a463,"c0b1d8952a32ef43b35adbc83642a463_c02817,c0b1d8952a32ef43b35adbc83642a463_c02819,c0b1d8952a32ef43b35adbc83642a463_c02820",Dark-Eyed Junco
session_00455,c0b1d8952a32ef43b35adbc83642a463,c0b1d8952a32ef43b35adbc83642a463_c02825,Dark-Eyed Junco
session_00456,c1a4e63cfda20dec96a9a5d0951c9eba,c1a4e63cfda20dec96a9a5d0951c9eba_c02829,Black-Capped Chickadee
session_00457,c1a4e63cfda20dec96a9a5d0951c9eba,c1a4e63cfda20dec96a9a5d0951c9eba_c02828,Black-Capped Chickadee
session_00458,c1eb9921a3b3e161f63485d61c221c02,"c1eb9921a3b3e161f63485d61c221c02_c02830,c1eb9921a3b3e161f63485d61c221c02_c02831,c1eb9921a3b3e161f63485d61c221c02_c02832,c1eb9921a3b3e161f63485d61c221c02_c02833,c1eb9921a3b3e161f63485d61c221c02_c02834",Golden-Crowned Sparrow
session_00459,c1eb9921a3b3e161f63485d61c221c02,"c1eb9921a3b3e161f63485d61c221c02_c02835,c1eb9921a3b3e161f63485d61c221c02_c02836,c1eb9921a3b3e161f63485d61c221c02_c02837",Black-Capped Chickadee
session_00460,c293d41b80cd9ede5ae41996aba729ab,"c293d41b80cd9ede5ae41996aba729ab_c02840,c293d41b80cd9ede5ae41996aba729ab_c02847,c293d41b80cd9ede5ae41996aba729ab_c02848,c293d41b80cd9ede5ae41996aba729ab_c02854,c293d41b80cd9ede5ae41996aba729ab_c02856,c293d41b80cd9ede5ae41996aba729ab_c02857,c293d41b80cd9ede5ae41996aba729ab_c02860,c293d41b80cd9ede5ae41996aba729ab_c02865",Dark-Eyed Junco
session_00461,c293d41b80cd9ede5ae41996aba729ab,"c293d41b80cd9ede5ae41996aba729ab_c02838,c293d41b80cd9ede5ae41996aba729ab_c02839,c293d41b80cd9ede5ae41996aba729ab_c02841,c293d41b80cd9ede5ae41996aba729ab_c02842,c293d41b80cd9ede5ae41996aba729ab_c02843,c293d41b80cd9ede5ae41996aba729ab_c02844,c293d41b80cd9ede5ae41996aba729ab_c02845,c293d41b80cd9ede5ae41996aba729ab_c02846,c293d41b80cd9ede5ae41996aba729ab_c02849,c293d41b80cd9ede5ae41996aba729ab_c02850,c293d41b80cd9ede5ae41996aba729ab_c02851,c293d41b80cd9ede5ae41996aba729ab_c02852,c293d41b80cd9ede5ae41996aba729ab_c02853,c293d41b80cd9ede5ae41996aba729ab_c02855,c293d41b80cd9ede5ae41996aba729ab_c02858,c293d41b80cd9ede5ae41996aba729ab_c02859,c293d41b80cd9ede5ae41996aba729ab_c02861,c293d41b80cd9ede5ae41996aba729ab_c02862,c293d41b80cd9ede5ae41996aba729ab_c02863,c293d41b80cd9ede5ae41996aba729ab_c02864,c293d41b80cd9ede5ae41996aba729ab_c02866",Dark-Eyed Junco
session_00462,c2cc7bf281a8405756ada630d56dc98d,"c2cc7bf281a8405756ada630d56dc98d_c02867,c2cc7bf281a8405756ada630d56dc98d_c02868",Dark-Eyed Junco
session_00463,c45d8da42c6918ad343481cb40dd4580,"c45d8da42c6918ad343481cb40dd4580_c02869,c45d8da42c6918ad343481cb40dd4580_c02870",Dark-Eyed Junco
session_00464,c45d8da42c6918ad343481cb40dd4580,"c45d8da42c6918ad343481cb40dd4580_c02871,c45d8da42c6918ad343481cb40dd4580_c02872,c45d8da42c6918ad343481cb40dd4580_c02873,c45d8da42c6918ad343481cb40dd4580_c02874,c45d8da42c6918ad343481cb40dd4580_c02875,c45d8da42c6918ad343481cb40dd4580_c02876,c45d8da42c6918ad343481cb40dd4580_c02877,c45d8da42c6918ad343481cb40dd4580_c02878,c45d8da42c6918ad343481cb40dd4580_c02879,c45d8da42c6918ad343481cb40dd4580_c02880,c45d8da42c6918ad343481cb40dd4580_c02881,c45d8da42c6918ad343481cb40dd4580_c02882",Dark-Eyed Junco
session_00465,c4ebd7ccc75f9cd0f323149dbde980e9,c4ebd7ccc75f9cd0f323149dbde980e9_c02884,Dark-Eyed Junco
session_00466,c4ebd7ccc75f9cd0f323149dbde980e9,c4ebd7ccc75f9cd0f323149dbde980e9_c02883,Dark-Eyed Junco
session_00467,c5629388cd67f4ad4bc6495351889dd6,"c5629388cd67f4ad4bc6495351889dd6_c02894,c5629388cd67f4ad4bc6495351889dd6_c02902,c5629388cd67f4ad4bc6495351889dd6_c02903,c5629388cd67f4ad4bc6495351889dd6_c02904,c5629388cd67f4ad4bc6495351889dd6_c02915,c5629388cd67f4ad4bc6495351889dd6_c02916",Dark-Eyed Junco
session_00468,c5629388cd67f4ad4bc6495351889dd6,"c5629388cd67f4ad4bc6495351889dd6_c02885,c5629388cd67f4ad4bc6495351889dd6_c02886,c5629388cd67f4ad4bc6495351889dd6_c02887,c5629388cd67f4ad4bc6495351889dd6_c02888,c5629388cd67f4ad4bc6495351889dd6_c02889,c5629388cd67f4ad4bc6495351889dd6_c02890,c5629388cd67f4ad4bc6495351889dd6_c02891,c5629388cd67f4ad4bc6495351889dd6_c02892,c5629388cd67f4ad4bc6495351889dd6_c02893,c5629388cd67f4ad4bc6495351889dd6_c02895,c5629388cd67f4ad4bc6495351889dd6_c02896,c5629388cd67f4ad4bc6495351889dd6_c02897,c5629388cd67f4ad4bc6495351889dd6_c02898,c5629388cd67f4ad4bc6495351889dd6_c02899,c5629388cd67f4ad4bc6495351889dd6_c02900,c5629388cd67f4ad4bc6495351889dd6_c02901,c5629388cd67f4ad4bc6495351889dd6_c02912,c5629388cd67f4ad4bc6495351889dd6_c02913,c5629388cd67f4ad4bc6495351889dd6_c02914,c5629388cd67f4ad4bc6495351889dd6_c02917",Dark-Eyed Junco
session_00469,c5629388cd67f4ad4bc6495351889dd6,"c5629388cd67f4ad4bc6495351889dd6_c02905,c5629388cd67f4ad4bc6495351889dd6_c02906",Dark-Eyed Junco
session_00470,c5629388cd67f4ad4bc6495351889dd6,c5629388cd67f4ad4bc6495351889dd6_c02911,Dark-Eyed Junco
session_00471,c5629388cd67f4ad4bc6495351889dd6,"c5629388cd67f4ad4bc6495351889dd6_c02907,c5629388cd67f4ad4bc6495351889dd6_c02908,c5629388cd67f4ad4bc6495351889dd6_c02909,c5629388cd67f4ad4bc6495351889dd6_c02910",Dark-Eyed Junco
session_00472,c89d9fe8bd3faead5b8f89cd2a6f84df,"c89d9fe8bd3faead5b8f89cd2a6f84df_c02918,c89d9fe8bd3faead5b8f89cd2a6f84df_c02920",Black-Capped Chickadee
session_00473,c89d9fe8bd3faead5b8f89cd2a6f84df,c89d9fe8bd3faead5b8f89cd2a6f84df_c02919,Black-Capped Chickadee
session_00474,ca6a36db20ec49af70c15eed63aec4d6,"ca6a36db20ec49af70c15eed63aec4d6_c02922,ca6a36db20ec49af70c15eed63aec4d6_c02923,ca6a36db20ec49af70c15eed63aec4d6_c02924,ca6a36db20ec49af70c15eed63aec4d6_c02925,ca6a36db20ec49af70c15eed63aec4d6_c02927,ca6a36db20ec49af70c15eed63aec4d6_c02928,ca6a36db20ec49af70c15eed63aec4d6_c02929,ca6a36db20ec49af70c15eed63aec4d6_c02930,ca6a36db20ec49af70c15eed63aec4d6_c02931,ca6a36db20ec49af70c15eed63aec4d6_c02932,ca6a36db20ec49af70c15eed63aec4d6_c02933,ca6a36db20ec49af70c15eed63aec4d6_c02934,ca6a36db20ec49af70c15eed63aec4d6_c02935,ca6a36db20ec49af70c15eed63aec4d6_c02936,ca6a36db20ec49af70c15eed63aec4d6_c02937,ca6a36db20ec49af70c15eed63aec4d6_c02938,ca6a36db20ec49af70c15eed63aec4d6_c02939,ca6a36db20ec49af70c15eed63aec4d6_c02940,ca6a36db20ec49af70c15eed63aec4d6_c02941,ca6a36db20ec49af70c15eed63aec4d6_c02942,ca6a36db20ec49af70c15eed63aec4d6_c02943,ca6a36db20ec49af70c15eed63aec4d6_c02945,ca6a36db20ec49af70c15eed63aec4d6_c02946,ca6a36db20ec49af70c15eed63aec4d6_c02947,ca6a36db20ec49af70c15eed63aec4d6_c02948,ca6a36db20ec49af70c15eed63aec4d6_c02949,ca6a36db20ec49af70c15eed63aec4d6_c02950,ca6a36db20ec49af70c15eed63aec4d6_c02951,ca6a36db20ec49af70c15eed63aec4d6_c02952,ca6a36db20ec49af70c15eed63aec4d6_c02953,ca6a36db20ec49af70c15eed63aec4d6_c02954,ca6a36db20ec49af70c15eed63aec4d6_c02955,ca6a36db20ec49af70c15eed63aec4d6_c02956,ca6a36db20ec49af70c15eed63aec4d6_c02957,ca6a36db20ec49af70c15eed63aec4d6_c02958,ca6a36db20ec49af70c15eed63aec4d6_c02959,ca6a36db20ec49af70c15eed63aec4d6_c02960,ca6a36db20ec49af70c15eed63aec4d6_c02961,ca6a36db20ec49af70c15eed63aec4d6_c02962",Dark-Eyed Junco
session_00475,ca6a36db20ec49af70c15eed63aec4d6,"ca6a36db20ec49af70c15eed63aec4d6_c02921,ca6a36db20ec49af70c15eed63aec4d6_c02926,ca6a36db20ec49af70c15eed63aec4d6_c02944",Dark-Eyed Junco
session_00476,cc4f1512af39845ec7c3500b4ba6ed3e,"cc4f1512af39845ec7c3500b4ba6ed3e_c02963,cc4f1512af39845ec7c3500b4ba6ed3e_c02964,cc4f1512af39845ec7c3500b4ba6ed3e_c02965,cc4f1512af39845ec7c3500b4ba6ed3e_c02966,cc4f1512af39845ec7c3500b4ba6ed3e_c02967,cc4f1512af39845ec7c3500b4ba6ed3e_c02968",Black-Capped Chickadee
session_00477,ce9c606ce574414e4a84f55b100db1a7,"ce9c606ce574414e4a84f55b100db1a7_c02969,ce9c606ce574414e4a84f55b100db1a7_c02970",Black-Capped Chickadee
session_00478,ce9c606ce574414e4a84f55b100db1a7,"ce9c606ce574414e4a84f55b100db1a7_c02971,ce9c606ce574414e4a84f55b100db1a7_c02972",Black-Capped Chickadee
session_00479,ce9c606ce574414e4a84f55b100db1a7,"ce9c606ce574414e4a84f55b100db1a7_c02975,ce9c606ce574414e4a84f55b100db1a7_c02976,ce9c606ce574414e4a84f55b100db1a7_c02977",Black-Capped Chickadee
session_00480,ce9c606ce574414e4a84f55b100db1a7,"ce9c606ce574414e4a84f55b100db1a7_c02973,ce9c606ce574414e4a84f55b100db1a7_c02974",Black-Capped Chickadee
session_00481,d01a7c10369ee9451645af638d307ced,"d01a7c10369ee9451645af638d307ced_c02978,d01a7c10369ee9451645af638d307ced_c02979,d01a7c10369ee9451645af638d307ced_c02981,d01a7c10369ee9451645af638d307ced_c02982,d01a7c10369ee9451645af638d307ced_c02983,d01a7c10369ee9451645af638d307ced_c02984,d01a7c10369ee9451645af638d307ced_c02985,d01a7c10369ee9451645af638d307ced_c02986,d01a7c10369ee9451645af638d307ced_c02987",Dark-Eyed Junco
session_00482,d01a7c10369ee9451645af638d307ced,d01a7c10369ee9451645af638d307ced_c02980,Dark-Eyed Junco
session_00483,d2b388815b932a5e84c8812df8b8324e,"d2b388815b932a5e84c8812df8b8324e_c02992,d2b388815b932a5e84c8812df8b8324e_c02993,d2b388815b932a5e84c8812df8b8324e_c02994,d2b388815b932a5e84c8812df8b8324e_c02995,d2b388815b932a5e84c8812df8b8324e_c02996,d2b388815b932a5e84c8812df8b8324e_c02999,d2b388815b932a5e84c8812df8b8324e_c03000,d2b388815b932a5e84c8812df8b8324e_c03001,d2b388815b932a5e84c8812df8b8324e_c03002,d2b388815b932a5e84c8812df8b8324e_c03003,d2b388815b932a5e84c8812df8b8324e_c03004,d2b388815b932a5e84c8812df8b8324e_c03005,d2b388815b932a5e84c8812df8b8324e_c03006",Dark-Eyed Junco
session_00484,d2b388815b932a5e84c8812df8b8324e,"d2b388815b932a5e84c8812df8b8324e_c02988,d2b388815b932a5e84c8812df8b8324e_c02989,d2b388815b932a5e84c8812df8b8324e_c02990",Dark-Eyed Junco
session_00485,d2b388815b932a5e84c8812df8b8324e,"d2b388815b932a5e84c8812df8b8324e_c03007,d2b388815b932a5e84c8812df8b8324e_c03008,d2b388815b932a5e84c8812df8b8324e_c03009,d2b388815b932a5e84c8812df8b8324e_c03010,d2b388815b932a5e84c8812df8b8324e_c03011,d2b388815b932a5e84c8812df8b8324e_c03012",Dark-Eyed Junco
session_00486,d2b388815b932a5e84c8812df8b8324e,d2b388815b932a5e84c8812df8b8324e_c02991,Dark-Eyed Junco
session_00487,d2b388815b932a5e84c8812df8b8324e,"d2b388815b932a5e84c8812df8b8324e_c02997,d2b388815b932a5e84c8812df8b8324e_c02998",Dark-Eyed Junco
session_00488,d3765ee617ca34f34689d33fb608cd99,"d3765ee617ca34f34689d33fb608cd99_c03013,d3765ee617ca34f34689d33fb608cd99_c03014,d3765ee617ca34f34689d33fb608cd99_c03016,d3765ee617ca34f34689d33fb608cd99_c03017,d3765ee617ca34f34689d33fb608cd99_c03018,d3765ee617ca34f34689d33fb608cd99_c03019,d3765ee617ca34f34689d33fb608cd99_c03020,d3765ee617ca34f34689d33fb608cd99_c03021,d3765ee617ca34f34689d33fb608cd99_c03022,d3765ee617ca34f34689d33fb608cd99_c03023,d3765ee617ca34f34689d33fb608cd99_c03024,d3765ee617ca34f34689d33fb608cd99_c03025,d3765ee617ca34f34689d33fb608cd99_c03026,d3765ee617ca34f34689d33fb608cd99_c03027,d3765ee617ca34f34689d33fb608cd99_c03028,d3765ee617ca34f34689d33fb608cd99_c03030,d3765ee617ca34f34689d33fb608cd99_c03031,d3765ee617ca34f34689d33fb608cd99_c03032,d3765ee617ca34f34689d33fb608cd99_c03033,d3765ee617ca34f34689d33fb608cd99_c03034,d3765ee617ca34f34689d33fb608cd99_c03035,d3765ee617ca34f34689d33fb608cd99_c03036,d3765ee617ca34f34689d33fb608cd99_c03037,d3765ee617ca34f34689d33fb608cd99_c03038,d3765ee617ca34f34689d33fb608cd99_c03040,d3765ee617ca34f34689d33fb608cd99_c03041,d3765ee617ca34f34689d33fb608cd99_c03042,d3765ee617ca34f34689d33fb608cd99_c03043,d3765ee617ca34f34689d33fb608cd99_c03044,d3765ee617ca34f34689d33fb608cd99_c03045,d3765ee617ca34f34689d33fb608cd99_c03046,d3765ee617ca34f34689d33fb608cd99_c03047,d3765ee617ca34f34689d33fb608cd99_c03048,d3765ee617ca34f34689d33fb608cd99_c03049,d3765ee617ca34f34689d33fb608cd99_c03050",Dark-Eyed Junco
session_00489,d3765ee617ca34f34689d33fb608cd99,"d3765ee617ca34f34689d33fb608cd99_c03015,d3765ee617ca34f34689d33fb608cd99_c03029,d3765ee617ca34f34689d33fb608cd99_c03039",Dark-Eyed Junco
session_00490,d4922fe146100d05ea4e7732b90b5658,"d4922fe146100d05ea4e7732b90b5658_c03055,d4922fe146100d05ea4e7732b90b5658_c03075",Dark-Eyed Junco
session_00491,d4922fe146100d05ea4e7732b90b5658,"d4922fe146100d05ea4e7732b90b5658_c03051,d4922fe146100d05ea4e7732b90b5658_c03052,d4922fe146100d05ea4e7732b90b5658_c03053,d4922fe146100d05ea4e7732b90b5658_c03054,d4922fe146100d05ea4e7732b90b5658_c03056,d4922fe146100d05ea4e7732b90b5658_c03057,d4922fe146100d05ea4e7732b90b5658_c03072",Dark-Eyed Junco
session_00492,d4922fe146100d05ea4e7732b90b5658,"d4922fe146100d05ea4e7732b90b5658_c03059,d4922fe146100d05ea4e7732b90b5658_c03060,d4922fe146100d05ea4e7732b90b5658_c03061,d4922fe146100d05ea4e7732b90b5658_c03062,d4922fe146100d05ea4e7732b90b5658_c03063,d4922fe146100d05ea4e7732b90b5658_c03064,d4922fe146100d05ea4e7732b90b5658_c03065,d4922fe146100d05ea4e7732b90b5658_c03066,d4922fe146100d05ea4e7732b90b5658_c03067,d4922fe146100d05ea4e7732b90b5658_c03068,d4922fe146100d05ea4e7732b90b5658_c03069,d4922fe146100d05ea4e7732b90b5658_c03070,d4922fe146100d05ea4e7732b90b5658_c03071,d4922fe146100d05ea4e7732b90b5658_c03076,d4922fe146100d05ea4e7732b90b5658_c03077,d4922fe146100d05ea4e7732b90b5658_c03078",Dark-Eyed Junco
session_00493,d4922fe146100d05ea4e7732b90b5658,"d4922fe146100d05ea4e7732b90b5658_c03073,d4922fe146100d05ea4e7732b90b5658_c03074",Dark-Eyed Junco
session_00494,d4922fe146100d05ea4e7732b90b5658,d4922fe146100d05ea4e7732b90b5658_c03058,Dark-Eyed Junco
session_00495,d4922fe146100d05ea4e7732b90b5658,"d4922fe146100d05ea4e7732b90b5658_c03079,d4922fe146100d05ea4e7732b90b5658_c03080",Dark-Eyed Junco
session_00496,d5996741dedc4cfb84e5b7fcbf4663ea,"d5996741dedc4cfb84e5b7fcbf4663ea_c03081,d5996741dedc4cfb84e5b7fcbf4663ea_c03082,d5996741dedc4cfb84e5b7fcbf4663ea_c03083,d5996741dedc4cfb84e5b7fcbf4663ea_c03084,d5996741dedc4cfb84e5b7fcbf4663ea_c03088,d5996741dedc4cfb84e5b7fcbf4663ea_c03089,d5996741dedc4cfb84e5b7fcbf4663ea_c03090,d5996741dedc4cfb84e5b7fcbf4663ea_c03091,d5996741dedc4cfb84e5b7fcbf4663ea_c03093,d5996741dedc4cfb84e5b7fcbf4663ea_c03094",Dark-Eyed Junco
session_00497,d5996741dedc4cfb84e5b7fcbf4663ea,"d5996741dedc4cfb84e5b7fcbf4663ea_c03086,d5996741dedc4cfb84e5b7fcbf4663ea_c03092,d5996741dedc4cfb84e5b7fcbf4663ea_c03095",Dark-Eyed Junco
session_00498,d5996741dedc4cfb84e5b7fcbf4663ea,d5996741dedc4cfb84e5b7fcbf4663ea_c03096,Dark-Eyed Junco
session_00499,d5996741dedc4cfb84e5b7fcbf4663ea,"d5996741dedc4cfb84e5b7fcbf4663ea_c03085,d5996741dedc4cfb84e5b7fcbf4663ea_c03087",Dark-Eyed Junco
session_00500,d753708a3aac3798c6b46ad67c1021d0,"d753708a3aac3798c6b46ad67c1021d0_c03105,d753708a3aac3798c6b46ad67c1021d0_c03108,d753708a3aac3798c6b46ad67c1021d0_c03109,d753708a3aac3798c6b46ad67c1021d0_c03112,d753708a3aac3798c6b46ad67c1021d0_c03115,d753708a3aac3798c6b46ad67c1021d0_c03120,d753708a3aac3798c6b46ad67c1021d0_c03121,d753708a3aac3798c6b46ad67c1021d0_c03124,d753708a3aac3798c6b46ad67c1021d0_c03125,d753708a3aac3798c6b46ad67c1021d0_c03131,d753708a3aac3798c6b46ad67c1021d0_c03134",Dark-Eyed Junco
session_00501,d753708a3aac3798c6b46ad67c1021d0,"d753708a3aac3798c6b46ad67c1021d0_c03097,d753708a3aac3798c6b46ad67c1021d0_c03098,d753708a3aac3798c6b46ad67c1021d0_c03099,d753708a3aac3798c6b46ad67c1021d0_c03100,d753708a3aac3798c6b46ad67c1021d0_c03101,d753708a3aac3798c6b46ad67c1021d0_c03102,d753708a3aac3798c6b46ad67c1021d0_c03103,d753708a3aac3798c6b46ad67c1021d0_c03104,d753708a3aac3798c6b46ad67c1021d0_c03106,d753708a3aac3798c6b46ad67c1021d0_c03107,d753708a3aac3798c6b46ad67c1021d0_c03110,d753708a3aac3798c6b46ad67c1021d0_c03111,d753708a3aac3798c6b46ad67c1021d0_c03113,d753708a3aac3798c6b46ad67c1021d0_c03114,d753708a3aac3798c6b46ad67c1021d0_c03116,d753708a3aac3798c6b46ad67c1021d0_c03117,d753708a3aac3798c6b46ad67c1021d0_c03118,d753708a3aac3798c6b46ad67c1021d0_c03119,d753708a3aac3798c6b46ad67c1021d0_c03122,d753708a3aac3798c6b46ad67c1021d0_c03123,d753708a3aac3798c6b46ad67c1021d0_c03126,d753708a3aac3798c6b46ad67c1021d0_c03127,d753708a3aac3798c6b46ad67c1021d0_c03128,d753708a3aac3798c6b46ad67c1021d0_c03129,d753708a3aac3798c6b46ad67c1021d0_c03130,d753708a3aac3798c6b46ad67c1021d0_c03132,d753708a3aac3798c6b46ad67c1021d0_c03133,d753708a3aac3798c6b46ad67c1021d0_c03135",Dark-Eyed Junco
session_00502,d7eacb7d23216e016cf0d49106983c54,"d7eacb7d23216e016cf0d49106983c54_c03140,d7eacb7d23216e016cf0d49106983c54_c03141,d7eacb7d23216e016cf0d49106983c54_c03143",Dark-Eyed Junco
session_00503,d7eacb7d23216e016cf0d49106983c54,"d7eacb7d23216e016cf0d49106983c54_c03146,d7eacb7d23216e016cf0d49106983c54_c03147,d7eacb7d23216e016cf0d49106983c54_c03148,d7eacb7d23216e016cf0d49106983c54_c03149,d7eacb7d23216e016cf0d49106983c54_c03150",Dark-Eyed Junco
session_00504,d7eacb7d23216e016cf0d49106983c54,"d7eacb7d23216e016cf0d49106983c54_c03137,d7eacb7d23216e016cf0d49106983c54_c03138,d7eacb7d23216e016cf0d49106983c54_c03139,d7eacb7d23216e016cf0d49106983c54_c03142,d7eacb7d23216e016cf0d49106983c54_c03144,d7eacb7d23216e016cf0d49106983c54_c03145,d7eacb7d23216e016cf0d49106983c54_c03151,d7eacb7d23216e016cf0d49106983c54_c03152,d7eacb7d23216e016cf0d49106983c54_c03153,d7eacb7d23216e016cf0d49106983c54_c03154,d7eacb7d23216e016cf0d49106983c54_c03155,d7eacb7d23216e016cf0d49106983c54_c03156",Dark-Eyed Junco
session_00505,d7eacb7d23216e016cf0d49106983c54,d7eacb7d23216e016cf0d49106983c54_c03136,Dark-Eyed Junco
session_00506,d91e27319a23d48a666edf5287c582f7,"d91e27319a23d48a666edf5287c582f7_c03197,d91e27319a23d48a666edf5287c582f7_c03198",Dark-Eyed Junco
session_00507,d91e27319a23d48a666edf5287c582f7,"d91e27319a23d48a666edf5287c582f7_c03165,d91e27319a23d48a666edf5287c582f7_c03178,d91e27319a23d48a666edf5287c582f7_c03186,d91e27319a23d48a666edf5287c582f7_c03191,d91e27319a23d48a666edf5287c582f7_c03195",Dark-Eyed Junco
